"Ключевые фразы",Топонимы,"Специальные элементы в выдаче","Количество слов в ключевике",Сложность,Позиция,"Динамика изменения позиции",Частотность,Трафик,Стоимость,"Конкуренция в PPC, %",Результатов,URL
"ogłoszenie opiekunka do dziecka wzór",,"pic,ai_overview,also_asks,snip_breadcrumbs",5,N/A,5,0,10,0,0,0,8160,https://resumaker.pl/przykładowe-list-motywacyjny/osoba-odpłatnie-opiekujaca-sie-dziecmi/
"cv do salonu samochodowego",,"also_asks,ai_overview,related_search,pic,snip_breadcrumbs,snip_image_thumbnail",4,N/A,5,0,10,0,0.219722,35,8230,https://resumaker.pl/przykładowe-cv/kierownik-salonu/
"cv vet",,"related_search,kn_graph_local,pic,also_asks,ai_overview,snip_breadcrumbs",2,N/A,5,0,10,0,0,24,74800000,https://resumaker.pl/przykładowe-cv/weterynarz/
"curriculum vitae business",,"pic,ai_overview,related_search,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,N/A,5,0,10,0,0,14,25500000,https://resumaker.pl/przykładowe-cv/przedsiębiorca---właściciel/
"list motywacyjny architekt",,"related_search,pic,snip_breadcrumbs",3,2,5,0,10,0,0,0,81,https://resumaker.pl/przykładowe-list-motywacyjny/architekt-rozwiazan/
"list motywacyjny na praktyki przykłady",,"related_search,pic,also_asks,snip_breadcrumbs",5,5,5,0,10,0,0,0,85,https://resumaker.pl/przykładowe-list-motywacyjny/praktykant/
"cv stomatologa",,"related_search,also_asks,pic,snip_breadcrumbs,snip_image_thumbnail",2,2,5,0,10,0,0,0,90,https://resumaker.pl/przykładowe-cv/general-dentist/
"list motywacyjny do kawiarni",,"also_asks,pic,related_search,snip_breadcrumbs",4,N/A,5,0,10,0,0,7,73,https://resumaker.pl/przykładowe-list-motywacyjny/kierownik-kawiarni/
"list motywacyjny do pracy w banku",,"related_search,ai_overview,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",6,3,5,0,10,0,0,11,597000,https://resumaker.pl/przykładowe-list-motywacyjny/kasjer-bankowy/
"list motywacyjny o praktyki",,"also_asks,related_search,pic,snip_breadcrumbs",4,5,5,0,10,0,0,43,78800,https://resumaker.pl/przykładowe-list-motywacyjny/praktykant/
"cv it project manager",,"related_search,pic,snip_breadcrumbs",4,3,5,0,10,0,0.321758,42,245000000,https://resumaker.pl/przykładowe-cv/it-manager/
"generator listów motywacyjnych",,"related_search,also_asks,snip_breadcrumbs",3,13,5,0,10,0,0.165557,75,5100,https://resumaker.pl/list-motywacyjny/
"list motywacyjny architekta",,"related_search,pic,snip_breadcrumbs",3,2,5,0,10,0,0,0,90,https://resumaker.pl/przykładowe-list-motywacyjny/architekt-rozwiazan/
"list motywacyjny kontroler jakosci",,"related_search,pic,snip_breadcrumbs",4,N/A,5,0,10,0,0,0,3280,https://resumaker.pl/przykładowe-list-motywacyjny/kierownik-kontroli-jakosci/
"cv stomatolog",,"related_search,pic,snip_breadcrumbs,snip_image_thumbnail",2,2,5,0,1,0,0,0,97,https://resumaker.pl/przykładowe-cv/general-dentist/
anuluj,,"kn_graph_card,video,ai_overview,also_asks,related_search,snip_breadcrumbs",1,8,6,1,4400,329,0,0,109,https://resumaker.pl/anuluj-subskrypcje/
"list motywacyjny szablony",,"ai_overview,pic,related_search,snip_breadcrumbs,snip_image_thumbnail",3,17,6,0,590,44,8.873775,50,108,https://resumaker.pl/list-motywacyjny/
barback,,"related_search,video,ai_overview,kn_graph_card,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",1,4,6,0,390,29,0,0,3880000,https://resumaker.pl/przykładowe-cv/barback/
"online cv makers",,"related_search,snip_breadcrumbs",3,N/A,6,0,320,23,1.092407,39,290000000,https://resumaker.pl/
"cv cukiernik",,"related_search,pic,also_asks,snip_breadcrumbs,snip_image_thumbnail",2,2,6,0,210,15,0.195365,5,90,https://resumaker.pl/przykładowe-cv/ciastkarz-kucharz/
"cv pracownik biurowy",,"ai_overview,pic,also_asks,related_search,snip_breadcrumbs,snip_image_thumbnail",3,9,6,0,170,12,0.17,26,906000,https://resumaker.pl/przykładowe-cv/pracownik-biurowy/
"darmowy kreator listu motywacyjnego",,"related_search,snip_breadcrumbs",4,N/A,6,0,140,10,0.283801,77,8180,https://resumaker.pl/list-motywacyjny/
"list motywacyjny na stanowisko urzednicze",,"related_search,pic,also_asks,snip_breadcrumbs",5,19,6,0,140,10,0.041989,37,90,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-administracyjny/
"cv inzynier budowy",,"also_asks,pic,related_search,ai_overview,snip_breadcrumbs",3,N/A,6,0,140,10,0.15171161363636,14,681000,https://resumaker.pl/przykładowe-cv/inżynier-budownictwa/
"konsultantka kosmetyczna",,"also_asks,related_search,ai_overview,snip_breadcrumbs",2,2,6,9,110,8,0.330506,24,101,https://resumaker.pl/przykładowe-cv/beauty-consultant/
"list motywacyjny online za darmo",,"related_search,also_asks,snip_breadcrumbs",5,11,6,0,90,6,0.168123,65,50900,https://resumaker.pl/list-motywacyjny/
"cv spawacza",,"also_asks,related_search,pic,snip_breadcrumbs,snip_image_thumbnail",2,4,6,0,90,6,0.311274,24,90,https://resumaker.pl/przykładowe-cv/spawacz-tig/
"dyrektor administracyjny",,"ai_overview,related_search,pic,also_asks,snip_breadcrumbs",2,N/A,6,0,90,6,0.013295,6,1430000,https://resumaker.pl/przykładowe-cv/dyrektor-administracyjny/
"kierownik serwisu samochodowego",,"related_search,also_asks,ai_overview,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,2,6,12,70,5,0,5,109,https://resumaker.pl/przykładowe-cv/kierownik-serwisu-samochodowego/
"dyrektor biblioteki",,"ai_overview,pic,video,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,N/A,6,0,70,5,0,0,2250000,https://resumaker.pl/przykładowe-cv/dyrektor-biblioteki/
"przykładowy list do nauczyciela",,"related_search,ai_overview,pic,also_asks,snip_breadcrumbs,snip_image_thumbnail",4,5,6,0,70,5,0,1,13900,https://resumaker.pl/przykładowe-list-motywacyjny/nauczyciel-szkolny/
"cv referent",,"also_asks,pic,related_search,ai_overview,snip_breadcrumbs,snip_image_thumbnail",2,9,6,0,70,5,0.348513,7,3980000,https://resumaker.pl/przykładowe-cv/starszy-referent-ds-sprzedazy/
"list motywacyjny sprzedawcy",,"pic,also_asks,related_search,snip_breadcrumbs,snip_image_thumbnail",3,N/A,6,0,70,5,0.068416,9,40100,https://resumaker.pl/przykładowe-list-motywacyjny/sprzedawca-produktow/
"list motywacyjny magazyniera",,"related_search,pic,snip_breadcrumbs,snip_image_thumbnail",3,2,6,0,70,5,0.16,20,90,https://resumaker.pl/przykładowe-list-motywacyjny/magazynier-selekcjoner/
"referent cv",,"pic,ai_overview,related_search,also_asks,snip_breadcrumbs,snip_image_thumbnail",2,N/A,6,0,70,5,0.348513,7,3920000,https://resumaker.pl/przykładowe-cv/starszy-referent-ds-sprzedazy/
"zastepca szefa kuchni",,"related_search,pic,ai_overview,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,N/A,6,0,70,5,0.013341,5,212000,https://resumaker.pl/przykładowe-cv/zastepca-szefa-kuchni/
"cv manager",,"pic,ai_overview,related_search,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,3,6,0,70,5,0.444471,15,495000000,https://resumaker.pl/przykładowe-cv/team-manager/
"podanie o pracę opiekun medyczny",,"pic,ai_overview,related_search,also_asks,snip_breadcrumbs,snip_image_thumbnail",5,4,6,0,50,3,0,2,65000,https://resumaker.pl/przykładowe-cv/opiekun-medyczny/
"list motywacyjny sprzątaczka wzór",,"also_asks,ai_overview,related_search,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",4,7,6,0,50,3,0.040349,16,2490,https://resumaker.pl/przykładowe-list-motywacyjny/sprzatacz-ogolny/
"list motywacyjny do policji przykład",,"related_search,pic,ai_overview,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",5,8,6,0,50,3,0.010293,7,58800,https://resumaker.pl/przykładowe-list-motywacyjny/specjalny-funkcjonariusz-policji/
"cv sekretarka",,"related_search,pic,also_asks,snip_breadcrumbs,snip_image_thumbnail",2,2,6,0,50,3,0.205868,8,90,https://resumaker.pl/przykładowe-cv/sekretarka-administracyjna/
"przykładowe cv na stanowisko kierownicze",,"related_search,pic,also_asks,snip_breadcrumbs",5,4,6,0,50,3,0.137912,23,90,https://resumaker.pl/przykładowe-cv/team-manager/
"ux cv",,"pic,also_asks,snip_breadcrumbs",2,1,6,0,50,3,8.849791,10,90,https://resumaker.pl/przykładowe-cv/ux-developer/
"koordynator logistyki",,"ai_overview,related_search,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,N/A,6,0,50,3,0.471525,5,401000,https://resumaker.pl/przykładowe-cv/koordynator-ds-logistyki/
"dyrektor zakupow",,"ai_overview,also_asks,related_search,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,N/A,6,0,50,3,0.01,12,3510000,https://resumaker.pl/przykładowe-cv/dyrektor-ds-zakupow/
"dyrektor zakupów",,"related_search,also_asks,pic,snip_breadcrumbs,snip_image_thumbnail",2,2,6,0,50,3,0.01,13,1580000,https://resumaker.pl/przykładowe-cv/dyrektor-ds-zakupow/
"umiejętności do cv sprzedawca",,"also_asks,ai_overview,related_search,pic,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",4,16,6,0,50,3,0.02132,15,523000,https://resumaker.pl/przykładowe-cv/sprzedawca/
"przykładowe cv sprzedawca",,"also_asks,pic,related_search,snip_breadcrumbs,snip_image_thumbnail",3,16,6,0,40,2,0.101801,16,81,https://resumaker.pl/przykładowe-cv/sprzedawca/
"dyrektor ds zakupów",,"related_search,also_asks,ai_overview,pic,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,1,6,0,40,2,0.01,8,935000,https://resumaker.pl/przykładowe-cv/dyrektor-ds-zakupow/
"list motywacyjny fizjoterapeuta",,"related_search,pic,snip_breadcrumbs",3,4,6,0,40,2,1.694322,12,90,https://resumaker.pl/przykładowe-list-motywacyjny/terapeuta-fizyczny/
"list motywacyjny opiekun medyczny wzór",,"ai_overview,also_asks,related_search,pic,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",5,4,6,0,40,2,0,17,1610,https://resumaker.pl/przykładowe-list-motywacyjny/pracownik-opieki-osobistej/
"cv i list motywacyjny kreator za darmo",,"related_search,snip_breadcrumbs",7,13,6,0,40,2,0.181877,75,33700,https://resumaker.pl/list-motywacyjny/
"cv maker pl jak zrezygnować",,"ai_overview,related_search,also_asks,snip_breadcrumbs",5,N/A,6,0,40,2,0.12728204427439,17,3140000,https://resumaker.pl/anuluj-subskrypcje/
"życiorys wojskowy",,"ai_overview,pic,related_search,also_asks,snip_breadcrumbs,snip_image_thumbnail",2,N/A,6,0,40,2,0,3,1580000,https://resumaker.pl/przykładowe-cv/oficer-wojskowy/
"asystent logistyka",,"also_asks,snip_breadcrumbs",2,N/A,6,0,40,2,0.063056,22,1450000,https://resumaker.pl/przykładowe-cv/asystent-ds-logistyki/
"list motywacyjny sprzedawca wzor",,"related_search,pic,snip_breadcrumbs,snip_image_thumbnail",4,N/A,6,0,40,2,0.067724,38,90,https://resumaker.pl/przykładowe-list-motywacyjny/sprzedawca-produktow/
"cv sprzedawca umiejętności",,"ai_overview,pic,also_asks,related_search,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,16,6,0,40,2,0.09,25,544000,https://resumaker.pl/przykładowe-cv/sprzedawca/
"list motywacyjny fizjoterapia",,"pic,related_search,snip_breadcrumbs",3,3,6,0,40,2,0.05882,11,81,https://resumaker.pl/przykładowe-list-motywacyjny/terapeuta-fizyczny/
"dyrektor ds bezpieczeństwa",,"also_asks,ai_overview,related_search,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,1,6,0,40,2,0.01,7,5030000,https://resumaker.pl/przykładowe-cv/dyrektor-ds-bezpieczenstwa/
"przykładowe cv sprzedawcy",,"related_search,also_asks,pic,ai_overview,snip_breadcrumbs",3,N/A,6,0,40,2,0.101801,16,96,https://resumaker.pl/przykładowe-cv/sprzedawca/
"dyrektor ds logistyki",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,N/A,6,,40,2,0.463169,10,105,https://resumaker.pl/przykładowe-cv/dyrektor-ds-logistyki/
"cv analityk danych",,"related_search,pic,ai_overview,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",3,1,6,0,40,2,0.1815208147081,36,367000,https://resumaker.pl/przykładowe-cv/analityk-baz-danych/
"starszy sprzedawca",,"related_search,ai_overview,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,1,6,9,40,2,0,0,108,https://resumaker.pl/przykładowe-cv/starszy-sprzedawca/
"cv sprzedawcy przykład",,"related_search,pic,ai_overview,also_asks,snip_breadcrumbs,snip_fqdn_in_aio",3,N/A,6,0,40,2,1.840164,27,99,https://resumaker.pl/przykładowe-cv/sprzedawca/
"list motywacyjny online",,"related_search,snip_breadcrumbs",3,13,6,0,40,2,0.239548,66,513000,https://resumaker.pl/list-motywacyjny/
"cv kosmetologa",,"related_search,also_asks,pic,snip_breadcrumbs,snip_image_thumbnail",2,N/A,6,0,40,2,0,23,90,https://resumaker.pl/przykładowe-cv/kosmetolog/
"analityk logistyczny",,"ai_overview,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,1,6,0,40,2,0.01956,31,1380000,https://resumaker.pl/przykładowe-cv/analityk-ds-logistyki/
"cv stolarz",,"pic,related_search,ai_overview,also_asks,snip_breadcrumbs,snip_image_thumbnail,snip_fqdn_in_aio",2,1,6,0,40,2,0,31,384000,https://resumaker.pl/przykładowe-cv/stolarz/
"cv lekarz wzór",,"also_asks,related_search,pic,snip_breadcrumbs",3,N/A,6,0,30,2,17.919559,63,90,https://resumaker.pl/przykładowe-cv/certyfikowany-asystent-medyczny/
"resumé online",,"related_search,pic,snip_breadcrumbs",2,49,6,0,30,2,1.338496,62,90,https://resumaker.pl/
"list motywacyjny do szkoły średniej",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs",5,6,6,-1,30,2,0,0,107,https://resumaker.pl/przykładowe-list-motywacyjny/nauczyciel-szkoły-sredniej/
"list motywacyjny dla ucznia",,"related_search,also_asks,pic,snip_breadcrumbs",4,9,6,0,30,2,0,10,38200,https://resumaker.pl/przykładowe-list-motywacyjny/tutor/
"laborant cv",,"ai_overview,related_search,pic,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,N/A,6,0,30,2,0.25388,14,1250000,https://resumaker.pl/przykładowe-cv/laborant/
"architekt biznesowy",,"ai_overview,also_asks,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,N/A,6,0,30,2,0,0,2820000,https://resumaker.pl/przykładowe-cv/business-architect/
"list motywacyjny na stanowisko sprzedawcy",,"related_search,ai_overview,pic,snip_breadcrumbs",5,7,6,1,30,2,0.023147,32,109,https://resumaker.pl/przykładowe-list-motywacyjny/sprzedawca-produktow/
"cv masażysty",,"related_search,also_asks,pic,snip_breadcrumbs",2,N/A,6,0,30,2,0.222471,27,81,https://resumaker.pl/przykładowe-cv/doświadczony-masażysta-terapeuta/
"list motywacyjny na stanowisko sprzedawca",,"related_search,pic,ai_overview,snip_breadcrumbs,snip_fqdn_in_aio",5,7,6,0,30,2,0.023147,32,37900,https://resumaker.pl/przykładowe-list-motywacyjny/sprzedawca-produktow/
"cv sportowe wzór",,"related_search,also_asks,pic,snip_breadcrumbs,snip_image_thumbnail",3,3,6,0,30,2,0.284435,67,90,https://resumaker.pl/przykładowe-cv/dyrektor-sportowy/
"prosty list motywacyjny",,"pic,also_asks,video,ai_overview,related_search,snip_breadcrumbs",3,21,6,0,30,2,0,17,40900,https://resumaker.pl/przykładowe-list-motywacyjny/pobierajacy/
"cv art",,"also_asks,related_search,ai_overview,video,pic,snip_breadcrumbs,snip_image_thumbnail,snip_fqdn_in_aio",2,2,6,0,30,2,0.169289,39,874000000,https://resumaker.pl/przykładowe-cv/artysta/
"list motywacyjny wzór do urzędu",,"related_search,pic,ai_overview,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",5,19,6,0,30,2,0.055845,23,464000,https://resumaker.pl/przykładowe-list-motywacyjny/urzednik-podatkowy/
"dyrektor do spraw operacyjnych",,"also_asks,ai_overview,related_search,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",4,7,6,0,20,1,0,0,104000,https://resumaker.pl/przykładowe-cv/dyrektor-operacyjny/
"stwórz list motywacyjny za darmo",,"related_search,snip_breadcrumbs",5,13,6,0,20,1,0.309108,69,109,https://resumaker.pl/list-motywacyjny/
"executive curriculum vitae",,"also_asks,pic,video,ai_overview,related_search,snip_breadcrumbs",3,N/A,6,0,20,1,19.335634,76,32100000,https://resumaker.pl/przykładowe-cv/executive-recruiter/
"list motywacyjny darmowy",,"also_asks,related_search,snip_breadcrumbs,snip_image_thumbnail",3,N/A,6,0,20,1,0.288319,78,33200,https://resumaker.pl/list-motywacyjny/
"cv do banku bez doświadczenia",,"also_asks,pic,related_search,ai_overview,snip_breadcrumbs",5,5,6,-2,20,1,0.16218682978122,33,91,https://resumaker.pl/przykładowe-cv/bankier/
"cv dla informatyka",,"also_asks,pic,related_search,ai_overview,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",3,8,6,0,20,1,0.34,75,499000,https://resumaker.pl/przykładowe-cv/informatyk-naukowiec/
"cv doradca klienta w banku",,"ai_overview,pic,also_asks,related_search,snip_breadcrumbs",5,N/A,6,0,20,1,0.167951,51,78,https://resumaker.pl/przykładowe-cv/bankowiec-konsultant/
"kelnerka cv",,"pic,ai_overview,also_asks,related_search,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,13,6,0,20,1,0,9,863000,https://resumaker.pl/przykładowe-cv/kelnerka/
"list motywacyjny na sprzątaczkę",,"ai_overview,pic,also_asks,related_search,snip_breadcrumbs",4,7,6,0,20,1,0,10,716,https://resumaker.pl/przykładowe-list-motywacyjny/sprzatacz-ogolny/
"list motywacyjny szablon darmowy",,"related_search,pic,snip_breadcrumbs",4,11,6,0,20,1,0,43,90,https://resumaker.pl/list-motywacyjny/
"analityk bezpieczenstwa",,"ai_overview,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,1,6,0,20,1,0,7,73300,https://resumaker.pl/przykładowe-cv/analityk-bezpieczenstwa-sap/
"operator call center",,"also_asks,related_search,snip_breadcrumbs",3,1,6,0,20,1,0,10,100,https://resumaker.pl/przykładowe-cv/operator-call-center/
"rejestratorka medyczna cv",,"also_asks,pic,related_search,ai_overview,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",3,3,6,0,20,1,0.09,30,64800,https://resumaker.pl/przykładowe-cv/pracownik-rejestracji/
"list motywacyjny recepcjonistka bez doświadczenia",,"ai_overview,related_search,also_asks,pic,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",5,10,6,0,20,1,0.011315,15,2740,https://resumaker.pl/przykładowe-list-motywacyjny/recepcjonista/
"cv piłkarskie wzór",,"also_asks,pic,related_search,snip_breadcrumbs,snip_image_thumbnail",3,N/A,6,3,20,1,0.480731,61,90,https://resumaker.pl/przykładowe-cv/trener-piłki-nożnej/
"cv młodsza księgowa",,"related_search,pic,snip_breadcrumbs,snip_image_thumbnail",3,N/A,6,0,20,1,0.14,34,81,https://resumaker.pl/przykładowe-cv/ksiegowy-pierwszego-stopnia/
"pielęgniarka dializacyjna",,"also_asks,related_search,ai_overview,snip_breadcrumbs,snip_url_in_aio,snip_fqdn_in_aio",2,N/A,6,0,20,1,0,0,2520,https://resumaker.pl/przykładowe-cv/pielęgniarka-dializacyjna/
"wzór cv kierowcy samochodów ciężarowych",,"related_search,pic,snip_breadcrumbs",5,8,6,0,20,1,0.104155,63,72,https://resumaker.pl/przykładowe-cv/kierowca-ciezarowki/
"podanie o pracę w przedszkolu jako pomoc kuchenna",,"also_asks,ai_overview,related_search,pic,snip_breadcrumbs",8,5,6,,20,1,0,0,105,https://resumaker.pl/przykładowe-list-motywacyjny/pomocnik-kuchenny/
"cv masażysta wzór",,"related_search,also_asks,pic,snip_breadcrumbs,snip_image_thumbnail",3,N/A,6,0,20,1,0.231724,27,54,https://resumaker.pl/przykładowe-cv/doświadczony-masażysta-terapeuta/
"cv budowlańca wzór",,"related_search,also_asks,pic,snip_breadcrumbs",3,N/A,6,0,20,1,0.196236,32,72,https://resumaker.pl/przykładowe-cv/robotnik-budowlany/
"jde program",,"also_asks,related_search,ai_overview,video,pic,snip_breadcrumbs",2,4,6,4,20,1,0,17,118,https://resumaker.pl/przykładowe-cv/programista-jde/
"specjalista ds gospodarki magazynowej zakres obowiązków",,"ai_overview,also_asks,snip_breadcrumbs",6,1,6,0,20,1,0,0,53000,https://resumaker.pl/przykładowe-cv/specjalista-ds-magazynow/
"cmm operator",,"video,related_search,also_asks,ai_overview,snip_breadcrumbs",2,N/A,6,0,20,1,0,1,2650000,https://resumaker.pl/przykładowe-cv/operator-cmm/
"cv konstruktor",,"related_search,pic,snip_breadcrumbs,snip_image_thumbnail",2,65,6,0,20,1,1.42,68,90,https://resumaker.pl/
"list motywacyjny na magazyniera",,"related_search,pic,snip_breadcrumbs",4,2,6,0,20,1,0.046283,18,90,https://resumaker.pl/przykładowe-list-motywacyjny/magazynier-selekcjoner/
"list motywacyjny do urzedu skarbowego",,"ai_overview,also_asks,related_search,pic,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",5,19,6,0,20,1,0.06,34,45200,https://resumaker.pl/przykładowe-list-motywacyjny/urzednik-podatkowy/
"cv kontroler jakości",,"also_asks,ai_overview,related_search,pic,snip_breadcrumbs,snip_image_thumbnail,snip_url_in_aio,snip_fqdn_in_aio",3,N/A,6,0,20,1,0.128618,19,234000,https://resumaker.pl/przykładowe-cv/kierownik-kontroli-jakosci/
"list motywacyjny do kancelarii",,"pic,also_asks,related_search,snip_breadcrumbs",4,2,6,0,20,1,0.139034,16,90,https://resumaker.pl/przykładowe-list-motywacyjny/prawnik/
"list motywacyjny do izby administracji skarbowej",,"ai_overview,also_asks,related_search,pic,snip_breadcrumbs",6,N/A,6,0,20,1,0,5,50400,https://resumaker.pl/przykładowe-list-motywacyjny/urzednik-podatkowy/
